Job profession,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist
Marketing,17,6,12,19,5,19,13,6
Marketing,18,9,13,18,6,19,13,5
Logistics manager,14,5,7,20,7,18,19,7
Logistics manager,14,6,9,19,7,19,18,7
Logistics manager,14,7,8,18,7,18,17,7
Logistics manager,14,8,5,17,7,17,16,7
Logistics manager,14,9,6,17,7,16,15,7
Logistics manager,14,10,10,19,7,15,19,7
Logistics manager,14,10,7,16,7,19,15,7
Logistics manager,14,9,9,15,6,18,19,7
Logistics manager,14,8,8,19,6,18,18,7
Logistics manager,14,7,5,20,6,17,17,7
Logistics manager,14,6,6,19,6,17,16,7
Logistics manager,14,5,10,18,6,17,15,7
Logistics manager,13,5,7,17,6,19,19,7
Logistics manager,13,6,9,17,6,18,15,7
Logistics manager,13,7,8,19,8,17,19,7
Logistics manager,13,8,5,16,8,16,18,7
Logistics manager,13,9,6,15,8,15,17,7
Logistics manager,13,10,10,19,8,19,16,7
Logistics manager,13,10,7,20,8,17,15,7
Logistics manager,13,9,9,19,8,19,19,7
Logistics manager,12,8,8,18,8,19,19,7
Logistics manager,12,7,5,17,9,19,18,7
Logistics manager,12,6,6,17,9,19,17,7
Logistics manager,12,5,10,19,9,18,16,7
Logistics manager,12,5,7,16,9,17,15,7
Logistics manager,12,6,9,15,9,16,19,7
Logistics manager,12,7,8,19,9,15,19,7
Logistics manager,12,8,5,20,9,19,18,7
Logistics manager,11,9,6,19,9,20,17,7
Logistics manager,11,10,10,18,9,20,16,7
Logistics manager,11,10,7,17,10,19,15,7
Logistics manager,11,9,9,17,10,18,19,7
Logistics manager,11,8,8,19,10,17,19,7
Logistics manager,11,7,5,16,10,16,18,7
Logistics manager,11,6,6,15,10,15,17,7
Logistics manager,11,5,10,19,10,19,16,7
Logistics manager,11,5,7,20,10,15,15,7
Logistics manager,11,6,9,19,6,15,19,7
Logistics manager,11,7,8,18,6,15,19,7
Logistics manager,12,8,5,17,6,19,18,7
Logistics manager,12,9,6,17,6,18,17,7
Logistics manager,12,10,10,19,6,17,16,7
Logistics manager,12,10,7,16,7,16,15,7
Logistics manager,12,9,9,15,7,15,19,7
Logistics manager,12,8,8,19,7,19,18,7
Logistics manager,12,7,5,17,7,18,17,7
Logistics manager,13,6,6,19,7,17,16,7
Logistics manager,13,5,10,16,9,16,15,7
Logistics manager,13,8,8,15,9,15,19,7
Logistics manager,13,9,6,19,9,19,16,7
Research analyst,16,5,6,20,7,11,18,11
Research analyst,16,6,6,20,7,12,18,12
Research analyst,16,7,7,20,7,11,18,13
Research analyst,16,8,7,20,7,12,18,14
Research analyst,16,9,6,20,7,11,18,11
Research analyst,16,10,6,20,7,12,18,12
Research analyst,16,5,7,20,7,13,18,13
Research analyst,16,6,7,19,7,14,18,14
Research analyst,16,7,6,19,7,11,18,11
Research analyst,16,8,6,19,7,12,18,12
Research analyst,16,9,7,19,7,11,18,13
Research analyst,16,10,7,19,7,12,18,14
Research analyst,17,5,6,19,7,11,18,11
Research analyst,17,6,6,19,7,12,17,12
Research analyst,17,7,7,18,9,13,17,13
Research analyst,17,8,7,18,9,14,17,14
Research analyst,17,9,5,18,9,11,17,11
Research analyst,17,10,6,18,9,12,17,12
Research analyst,17,5,6,18,9,11,17,13
Research analyst,17,6,6,18,9,12,17,14
Research analyst,17,7,7,18,9,11,17,11
Research analyst,18,8,7,18,9,12,17,12
Research analyst,18,9,6,17,9,13,16,13
Research analyst,18,10,6,17,9,14,16,14
Research analyst,18,5,7,17,9,11,16,11
Research analyst,18,6,7,17,9,12,16,12
Research analyst,18,7,6,17,9,11,16,13
Research analyst,18,8,6,17,9,12,16,14
Research analyst,18,9,7,17,10,11,16,11
Research analyst,18,10,7,17,10,12,16,12
Research analyst,18,5,6,17,10,13,16,13
Research analyst,19,6,6,16,10,14,15,14
Research analyst,19,7,7,16,10,11,15,11
Research analyst,19,8,7,16,10,12,15,12
Research analyst,19,9,5,16,10,11,15,13
Research analyst,19,10,6,16,10,12,15,14
Research analyst,19,5,6,16,10,11,15,11
Research analyst,19,6,6,16,10,12,15,12
Research analyst,19,7,7,15,10,13,15,13
Research analyst,19,8,7,15,10,14,15,14
Research analyst,19,9,6,15,10,11,19,11
Research analyst,19,10,6,15,10,12,19,12
Research analyst,19,5,7,15,10,11,19,13
Research analyst,20,6,7,15,10,12,19,14
Research analyst,20,7,5,18,10,11,19,11
Research analyst,20,8,6,18,8,12,19,12
Research analyst,20,9,5,18,8,13,19,13
Research analyst,20,10,6,18,8,14,20,14
Research analyst,20,8,8,18,8,12,19,13
Research analyst,20,9,9,18,8,11,17,14
Business manager,20,5,11,20,14,17,18,10
Business manager,19,6,12,20,14,17,18,9
Business manager,18,6,13,20,13,17,18,8
Business manager,17,7,14,20,12,17,18,7
Business manager,16,9,14,20,11,17,18,6
Business manager,15,8,13,20,11,17,18,5
Business manager,20,10,12,20,12,17,18,10
Business manager,19,5,11,20,14,18,18,9
Business manager,18,6,11,20,14,18,17,8
Business manager,17,6,12,20,13,18,17,7
Business manager,16,7,13,19,12,18,17,6
Business manager,15,9,14,19,11,18,17,5
Business manager,20,8,14,19,11,18,17,10
Business manager,19,10,13,19,12,18,17,9
Business manager,18,5,12,19,14,18,17,8
Business manager,17,6,11,19,14,18,17,7
Business manager,16,6,11,19,13,19,17,6
Business manager,15,7,12,18,12,19,17,5
Business manager,20,9,13,18,11,19,16,10
Business manager,19,8,14,18,11,19,16,9
Business manager,18,10,14,18,12,19,16,8
Business manager,17,5,13,18,14,19,16,7
Business manager,16,6,12,18,14,19,16,6
Business manager,15,6,11,18,13,19,16,5
Business manager,20,7,11,18,12,19,16,10
Business manager,19,9,12,18,11,19,16,9
Business manager,18,8,13,18,11,16,16,8
Business manager,17,10,14,16,12,16,16,7
Business manager,16,5,14,16,14,16,16,6
Business manager,15,6,13,16,14,16,15,5
Business manager,20,6,12,16,13,16,15,10
Business manager,19,7,11,16,12,16,15,9
Business manager,18,9,11,16,11,16,15,8
Business manager,17,8,12,16,11,16,15,7
Business manager,16,10,13,15,12,16,20,6
Business manager,15,5,14,15,14,15,20,5
Business manager,20,6,14,15,14,15,20,10
Business manager,19,6,13,15,13,15,20,9
Business manager,18,7,12,15,12,15,20,8
Business manager,17,9,11,15,11,15,20,7
Business manager,16,8,11,15,11,15,20,6
Business manager,15,10,12,15,12,15,20,5
Business manager,20,5,13,17,14,15,18,10
Business manager,19,6,14,17,14,18,18,9
Business manager,18,6,14,17,13,18,18,8
Business manager,17,7,13,17,12,18,18,7
Business manager,16,9,12,17,11,18,18,6
Business manager,15,8,11,17,11,18,18,5
Business manager,19,10,13,17,12,18,18,8
Business manager,18,8,14,17,13,18,18,9
Internal auditor,12,5,6,20,11,20,19,10
Internal auditor,11,5,6,19,11,18,19,9
Internal auditor,12,5,7,18,11,20,19,8
Internal auditor,13,5,9,17,11,18,19,7
Internal auditor,14,5,8,17,11,20,19,6
Internal auditor,12,5,10,20,11,18,19,5
Internal auditor,11,5,5,19,11,20,19,10
Internal auditor,12,5,6,18,11,18,19,9
Internal auditor,13,5,6,17,11,20,19,8
Internal auditor,14,5,7,20,11,18,19,7
Internal auditor,12,5,9,19,11,20,19,6
Internal auditor,11,5,8,18,11,18,19,5
Internal auditor,12,7,10,17,11,20,19,10
Internal auditor,13,7,5,20,11,18,19,9
Internal auditor,14,7,6,19,11,20,19,8
Internal auditor,12,7,6,18,11,18,19,7
Internal auditor,11,7,7,17,13,20,19,6
Internal auditor,12,7,9,20,13,18,19,5
Internal auditor,13,7,8,19,13,20,19,10
Internal auditor,14,7,10,18,13,18,19,9
Internal auditor,12,7,5,17,13,20,19,8
Internal auditor,11,7,6,20,13,18,19,7
Internal auditor,12,7,6,19,13,20,19,6
Internal auditor,13,7,7,18,13,18,19,5
Internal auditor,14,7,9,17,13,20,19,10
Internal auditor,12,7,8,20,14,18,19,9
Internal auditor,11,7,10,19,14,20,19,8
Internal auditor,12,8,8,18,14,18,19,7
Internal auditor,13,9,6,17,14,20,19,6
Internal auditor,14,10,6,20,14,18,19,5
Internal auditor,12,7,7,19,14,20,19,10
Internal auditor,11,8,9,18,14,18,19,9
Internal auditor,12,9,8,17,14,20,19,8
Internal auditor,13,10,10,20,14,18,19,7
Internal auditor,14,7,5,19,14,20,19,6
Internal auditor,12,8,6,18,12,18,19,5
Internal auditor,11,9,6,17,12,20,19,10
Internal auditor,12,10,7,20,12,18,19,9
Internal auditor,13,7,9,19,12,20,19,8
Internal auditor,14,8,8,18,12,18,19,7
Internal auditor,12,9,10,17,12,20,19,6
Internal auditor,11,10,5,20,12,18,19,5
Internal auditor,12,7,6,19,12,20,19,10
Internal auditor,13,8,6,18,12,18,19,9
Internal auditor,14,9,7,17,12,20,19,8
Internal auditor,12,10,9,17,12,18,19,7
Internal auditor,11,7,8,20,12,20,19,6
Internal auditor,12,8,6,19,12,18,19,5
Internal auditor,13,9,5,18,13,17,19,8
Internal auditor,14,10,9,17,13,18,19,9
Chief financial officer,11,6,14,17,8,19,19,6
Chief financial officer,12,6,13,17,8,18,20,6
Chief financial officer,13,8,12,17,8,19,17,6
Chief financial officer,14,5,11,17,8,18,17,6
Chief financial officer,11,6,14,17,8,19,17,6
Chief financial officer,12,6,13,17,8,18,17,6
Chief financial officer,13,8,12,17,8,19,17,6
Chief financial officer,14,6,11,17,8,18,17,6
Chief financial officer,11,6,14,17,8,19,17,6
Chief financial officer,12,8,13,17,8,18,17,6
Chief financial officer,13,6,12,17,8,19,17,6
Chief financial officer,14,6,11,17,8,18,17,6
Chief financial officer,11,8,14,17,8,19,16,6
Chief financial officer,12,6,13,17,9,18,16,7
Chief financial officer,13,6,12,17,9,19,16,7
Chief financial officer,14,8,11,17,9,18,16,7
Chief financial officer,11,6,14,19,9,19,16,7
Chief financial officer,12,6,13,18,9,18,16,7
Chief financial officer,13,8,12,15,9,19,16,7
Chief financial officer,14,6,11,15,9,18,16,7
Chief financial officer,11,6,14,15,9,19,15,7
Chief financial officer,12,8,13,15,9,18,15,7
Chief financial officer,13,6,12,15,9,19,15,7
Chief financial officer,14,6,11,15,9,18,15,7
Chief financial officer,11,8,14,15,9,19,15,7
Chief financial officer,12,6,13,15,9,18,15,7
Chief financial officer,13,6,12,15,9,19,15,8
Chief financial officer,14,8,11,15,9,18,15,8
Chief financial officer,11,6,14,19,9,19,15,8
Chief financial officer,12,6,13,19,9,18,17,8
Chief financial officer,13,8,12,19,9,19,17,8
Chief financial officer,14,6,11,19,9,18,17,8
Chief financial officer,11,6,14,19,9,19,17,8
Chief financial officer,12,8,13,19,9,18,17,8
Chief financial officer,13,6,12,19,10,19,17,8
Chief financial officer,14,6,11,19,10,18,17,8
Chief financial officer,11,8,12,19,10,19,17,8
Chief financial officer,12,6,14,19,10,18,17,8
Chief financial officer,13,6,13,19,10,19,18,8
Chief financial officer,14,8,12,19,10,18,18,8
Chief financial officer,11,6,11,19,10,19,18,5
Chief financial officer,12,6,14,19,10,18,18,5
Chief financial officer,13,8,13,19,10,19,18,5
Chief financial officer,14,6,12,19,10,18,18,5
Chief financial officer,11,6,11,19,10,19,18,5
Chief financial officer,12,8,14,19,10,18,18,5
Chief financial officer,13,6,13,19,10,19,20,5
Chief financial officer,14,6,12,16,10,18,20,5
Chief financial officer,11,8,11,16,10,17,20,5
Chief financial officer,13,7,12,16,10,18,20,5
Business Analyst,14,6,5,20,12,20,20,6
Business Analyst,13,6,6,20,13,19,20,6
Business Analyst,12,6,7,20,14,18,20,6
Business Analyst,11,6,8,20,12,17,20,6
Business Analyst,14,6,5,20,11,19,20,6
Business Analyst,13,6,5,20,13,20,20,6
Business Analyst,12,6,6,20,14,19,20,6
Business Analyst,11,6,6,20,12,18,20,6
Business Analyst,14,6,5,20,13,17,20,6
Business Analyst,13,6,5,20,14,19,17,6
Business Analyst,12,6,6,20,12,20,17,6
Business Analyst,11,6,6,20,11,19,17,6
Business Analyst,14,6,5,19,13,18,17,6
Business Analyst,13,7,5,19,14,17,17,6
Business Analyst,12,7,6,19,12,19,17,6
Business Analyst,11,7,6,19,13,20,17,6
Business Analyst,14,7,5,19,14,19,17,6
Business Analyst,13,7,5,19,12,18,17,6
Business Analyst,12,7,6,19,11,17,17,6
Business Analyst,11,7,6,19,13,19,17,6
Business Analyst,14,7,5,19,14,20,17,6
Business Analyst,13,7,5,19,12,19,17,6
Business Analyst,12,7,6,19,13,18,17,6
Business Analyst,11,7,6,19,14,17,17,6
Business Analyst,14,7,5,18,12,19,17,6
Business Analyst,13,7,5,18,11,20,17,6
Business Analyst,12,8,6,18,13,19,17,6
Business Analyst,11,8,6,18,14,18,17,6
Business Analyst,14,8,5,18,12,17,17,6
Business Analyst,13,8,5,18,13,19,17,6
Business Analyst,12,8,6,18,14,20,17,6
Business Analyst,11,8,6,18,12,19,17,6
Business Analyst,14,8,5,18,11,18,17,6
Business Analyst,13,8,5,18,13,17,17,6
Business Analyst,12,8,6,18,14,19,17,6
Business Analyst,11,8,6,17,12,20,17,6
Business Analyst,12,8,5,17,13,19,17,6
Business Analyst,14,8,5,17,14,18,17,6
Business Analyst,13,8,6,17,12,17,17,6
Business Analyst,12,8,6,17,11,19,17,6
Business Analyst,11,5,5,17,13,20,17,6
Business Analyst,14,5,5,17,14,19,17,6
Business Analyst,13,5,6,17,12,18,17,6
Business Analyst,12,5,6,17,13,17,17,6
Business Analyst,11,5,5,17,14,19,17,6
Business Analyst,14,5,5,17,12,20,17,6
Business Analyst,13,5,6,15,11,19,17,6
Business Analyst,12,5,6,15,13,18,17,6
Business Analyst,11,5,7,15,14,17,17,6
Business Analyst,12,5,7,15,11,19,17,6
Banking,12,5,10,17,7,15,11,5
Banking,12,6,9,17,7,15,11,6
Banking,12,8,7,17,7,15,11,7
Banking,12,7,6,17,7,15,11,5
Banking,12,5,10,17,7,15,11,6
Banking,12,6,9,17,7,15,11,7
Banking,12,8,7,17,7,15,11,5
Banking,12,7,6,17,7,15,11,6
Banking,12,5,10,17,7,15,11,7
Banking,12,6,9,17,7,15,11,5
Banking,12,8,7,17,7,15,11,6
Banking,12,7,6,17,7,15,11,7
Banking,12,5,10,17,9,15,11,5
Banking,12,6,9,16,9,15,11,6
Banking,12,8,7,16,9,15,11,7
Banking,12,7,6,16,9,15,11,5
Banking,12,5,10,16,9,15,11,6
Banking,12,6,9,16,9,15,11,7
Banking,12,8,7,16,9,15,11,5
Banking,12,7,6,16,9,15,11,6
Banking,12,5,10,16,9,15,11,7
Banking,12,6,9,16,8,15,11,5
Banking,12,8,7,16,8,15,11,6
Banking,12,7,6,16,8,15,11,7
Banking,12,5,10,15,8,15,11,5
Banking,12,6,9,15,8,15,11,6
Banking,12,8,7,15,8,15,11,7
Banking,12,7,6,15,8,15,11,5
Banking,12,5,10,15,8,15,11,6
Banking,12,6,9,15,8,15,11,7
Banking,12,8,7,15,8,15,11,5
Banking,12,7,6,15,8,15,11,6
Banking,12,5,10,15,8,15,11,7
Banking,12,6,9,15,8,15,11,5
Banking,12,8,7,15,6,15,11,6
Banking,12,7,6,15,6,15,11,7
Banking,12,5,10,15,6,15,11,5
Banking,12,6,9,15,6,15,11,6
Banking,12,8,7,15,6,15,11,7
Banking,12,7,6,15,6,15,11,5
Banking,12,5,10,15,6,15,11,6
Banking,12,6,9,19,6,15,11,7
Banking,12,8,7,19,6,15,11,5
Banking,12,7,6,19,6,15,11,6
Banking,12,5,10,19,5,15,11,7
Banking,12,6,9,19,5,15,11,5
Banking,12,8,7,19,5,15,11,6
Banking,12,7,6,19,5,15,11,7
Banking,12,8,6,19,5,15,11,5
Banking,12,9,7,19,5,15,11,6
Stock Broker,11,5,10,19,8,19,18,6
Stock Broker,12,5,9,18,8,19,18,6
Stock Broker,13,6,7,19,8,19,18,6
Stock Broker,14,6,6,18,8,19,18,6
Stock Broker,11,7,10,19,8,19,18,6
Stock Broker,12,7,9,18,8,19,18,6
Stock Broker,13,8,7,19,8,19,18,6
Stock Broker,14,8,10,18,8,19,18,6
Stock Broker,11,9,9,19,8,19,18,6
Stock Broker,12,9,7,18,8,19,18,6
Stock Broker,13,5,6,19,8,19,18,6
Stock Broker,14,5,10,18,8,17,16,6
Stock Broker,11,6,9,19,8,17,16,6
Stock Broker,12,6,7,18,8,17,16,6
Stock Broker,13,7,10,19,8,17,16,6
Stock Broker,14,7,9,18,8,17,16,6
Stock Broker,11,8,7,19,8,17,16,6
Stock Broker,12,8,6,18,8,17,16,6
Stock Broker,13,9,10,19,8,17,16,6
Stock Broker,14,9,9,18,8,17,16,6
Stock Broker,11,5,7,19,8,17,16,6
Stock Broker,12,5,10,18,8,17,19,6
Stock Broker,13,6,10,19,8,17,19,6
Stock Broker,14,6,6,18,8,17,19,6
Stock Broker,11,7,6,19,8,17,19,6
Stock Broker,12,7,10,18,8,17,19,6
Stock Broker,13,8,9,19,8,16,19,6
Stock Broker,14,8,7,18,8,16,19,6
Stock Broker,11,9,6,19,8,16,19,6
Stock Broker,12,9,10,18,8,16,19,6
Stock Broker,13,5,9,19,8,16,19,6
Stock Broker,14,5,7,18,8,16,19,6
Stock Broker,11,6,6,19,8,16,19,6
Stock Broker,12,6,6,18,8,16,20,6
Stock Broker,13,7,6,19,8,16,20,6
Stock Broker,14,7,10,18,8,16,20,6
Stock Broker,11,8,9,19,8,16,20,6
Stock Broker,12,8,7,18,8,16,20,6
Stock Broker,13,9,6,19,8,16,20,6
Stock Broker,14,9,10,18,8,16,20,6
Stock Broker,11,5,9,19,8,16,20,6
Stock Broker,12,5,10,18,8,15,20,6
Stock Broker,13,6,9,19,8,15,20,6
Stock Broker,14,6,7,18,8,15,20,6
Stock Broker,11,7,6,19,8,15,20,6
Stock Broker,12,7,10,18,8,15,20,6
Stock Broker,13,8,9,19,8,15,20,6
Stock Broker,14,8,7,18,8,15,20,6
Stock Broker,13,9,6,19,8,15,20,6
Stock Broker,11,9,6,18,8,15,20,6
Financial Advisor,19,7,11,16,12,17,17,7
Financial Advisor,18,8,12,16,13,18,17,6
Financial Advisor,17,6,13,16,12,19,17,8
Financial Advisor,16,8,14,16,13,18,17,7
Financial Advisor,15,7,13,16,12,20,17,6
Financial Advisor,20,8,12,16,13,19,17,8
Financial Advisor,15,6,11,16,12,18,17,7
Financial Advisor,16,8,11,16,13,17,17,6
Financial Advisor,17,7,12,16,12,16,17,8
Financial Advisor,18,8,13,16,13,15,17,7
Financial Advisor,19,6,14,16,12,17,17,6
Financial Advisor,20,8,13,16,13,18,17,8
Financial Advisor,19,7,12,16,12,19,17,7
Financial Advisor,18,8,11,16,13,18,17,6
Financial Advisor,17,6,11,16,12,20,17,8
Financial Advisor,16,8,12,16,13,19,17,7
Financial Advisor,15,7,13,16,12,18,17,6
Financial Advisor,20,8,14,16,13,17,17,8
Financial Advisor,15,6,13,15,12,16,17,7
Financial Advisor,16,8,12,15,13,15,17,6
Financial Advisor,17,7,11,15,12,18,17,8
Financial Advisor,18,8,11,15,13,17,17,7
Financial Advisor,19,6,12,15,12,18,17,6
Financial Advisor,20,8,13,15,13,19,17,8
Financial Advisor,19,7,14,15,12,18,17,7
Financial Advisor,18,8,13,15,13,20,17,6
Financial Advisor,17,6,12,15,12,19,17,8
Financial Advisor,16,8,11,15,13,18,17,7
Financial Advisor,15,7,11,15,12,17,17,6
Financial Advisor,20,8,12,15,13,16,17,8
Financial Advisor,15,6,13,15,12,15,17,7
Financial Advisor,16,8,14,15,13,17,17,6
Financial Advisor,17,7,13,15,12,18,17,8
Financial Advisor,18,8,12,15,13,19,17,7
Financial Advisor,19,6,11,15,12,18,17,6
Financial Advisor,20,8,11,18,13,20,17,8
Financial Advisor,19,7,12,18,12,19,17,7
Financial Advisor,18,8,13,18,13,18,17,6
Financial Advisor,17,6,14,18,12,17,17,8
Financial Advisor,16,8,13,18,13,16,17,7
Financial Advisor,15,7,12,18,12,15,17,6
Financial Advisor,20,8,11,18,13,17,17,8
Financial Advisor,15,6,12,18,12,18,17,7
Financial Advisor,16,8,11,18,13,19,17,6
Financial Advisor,17,7,11,18,12,18,17,8
Financial Advisor,18,8,12,18,13,20,17,7
Financial Advisor,19,6,13,18,12,19,17,6
Financial Advisor,20,8,14,18,13,18,17,8
Financial Advisor,16,9,13,18,14,17,17,9
Financial Advisor,18,7,12,18,11,16,17,6
Consultant,12,5,7,20,5,16,20,5
Consultant,11,6,6,17,9,15,19,6
Consultant,13,7,5,16,7,17,18,7
Consultant,14,5,8,19,6,18,17,5
Consultant,11,6,9,15,6,20,16,6
Consultant,12,7,6,18,7,16,15,7
Consultant,11,5,5,19,5,15,20,5
Consultant,13,6,9,16,9,17,19,6
Consultant,14,7,7,17,7,18,18,7
Consultant,11,8,6,16,6,20,17,8
Consultant,12,9,5,19,6,16,16,9
Consultant,11,10,9,15,7,15,15,10
Consultant,13,8,6,18,5,17,20,8
Consultant,14,9,5,19,9,18,19,9
Consultant,11,10,9,16,7,20,18,10
Consultant,12,8,9,17,6,16,17,8
Consultant,11,9,6,16,6,15,16,9
Consultant,13,10,5,19,6,17,15,10
Consultant,14,8,9,15,6,18,20,8
Consultant,11,9,7,18,5,20,19,9
Consultant,12,10,6,19,9,16,18,10
Consultant,11,6,6,16,7,15,17,6
Consultant,13,6,9,17,6,17,16,6
Consultant,14,6,6,16,6,18,15,6
Consultant,11,6,5,19,5,20,20,6
Consultant,12,6,9,15,9,16,19,6
Consultant,11,6,7,18,7,15,18,6
Consultant,13,6,6,19,6,17,17,6
Consultant,14,6,6,16,6,18,16,6
Consultant,11,5,9,20,6,20,15,9
Consultant,12,9,6,19,6,16,20,6
Consultant,11,7,5,18,9,15,19,5
Consultant,13,6,9,17,9,17,18,9
Consultant,14,6,7,15,9,18,17,7
Consultant,11,7,9,16,9,20,16,7
Consultant,12,8,9,15,9,16,15,8
Consultant,11,8,9,20,9,15,20,8
Consultant,13,8,9,19,9,17,19,8
Consultant,14,8,6,18,9,18,18,8
Consultant,11,8,5,17,9,20,17,8
Consultant,12,8,9,15,9,16,16,8
Consultant,11,8,7,16,9,15,15,8
Consultant,13,8,8,15,10,17,20,8
Consultant,14,9,7,20,8,18,19,9
Consultant,11,9,6,19,7,20,18,9
Consultant,12,9,5,18,6,16,17,9
Consultant,11,9,9,17,5,15,16,9
Consultant,13,9,8,15,10,17,15,9
Consultant,14,9,7,16,9,18,17,9
Consultant,11,9,5,15,7,20,15,9
Archeologist,11,5,12,11,12,5,18,20
Archeologist,12,6,12,12,12,6,19,20
Archeologist,13,7,13,13,12,7,20,20
Archeologist,14,5,13,14,12,8,17,15
Archeologist,11,6,14,11,12,9,16,18
Archeologist,12,7,14,11,12,10,15,19
Archeologist,13,5,11,12,12,9,18,20
Archeologist,14,6,11,12,12,8,19,17
Archeologist,11,7,12,14,12,7,20,20
Archeologist,12,8,12,11,12,6,17,15
Archeologist,13,9,13,12,12,5,16,18
Archeologist,14,10,13,11,12,5,15,19
Archeologist,11,8,14,14,12,6,18,20
Archeologist,12,9,14,11,12,7,19,17
Archeologist,13,10,11,12,12,8,20,20
Archeologist,14,8,11,11,12,9,17,15
Archeologist,11,9,12,14,12,10,16,18
Archeologist,12,10,12,11,12,9,15,19
Archeologist,13,8,13,12,14,8,20,20
Archeologist,14,9,13,11,14,7,15,17
Archeologist,11,10,14,11,14,6,18,19
Archeologist,12,6,14,11,14,5,19,15
Archeologist,13,5,11,14,14,5,20,18
Archeologist,14,5,11,11,14,6,17,19
Archeologist,11,6,12,12,14,7,20,20
Archeologist,12,7,12,12,14,8,15,17
Archeologist,13,8,13,12,14,9,18,19
Archeologist,14,6,13,12,14,10,19,15
Archeologist,11,6,14,14,14,9,20,18
Archeologist,12,6,14,11,14,8,17,19
Archeologist,13,5,11,12,14,7,20,20
Archeologist,14,5,11,12,11,6,15,17
Archeologist,11,6,12,12,11,5,18,19
Archeologist,12,7,12,12,11,5,19,15
Archeologist,13,8,13,12,11,6,20,18
Archeologist,14,8,13,12,11,7,17,19
Archeologist,11,6,14,12,11,8,19,20
Archeologist,12,5,14,12,11,9,15,17
Archeologist,13,5,11,13,11,10,18,15
Archeologist,14,6,11,13,11,9,19,15
Archeologist,11,7,12,13,11,8,20,15
Archeologist,12,8,12,13,11,7,17,18
Archeologist,13,8,13,13,11,6,15,19
Archeologist,14,9,13,13,11,5,18,20
Archeologist,11,6,14,13,11,10,19,17
Archeologist,12,5,14,13,11,9,20,15
Archeologist,13,5,11,13,11,8,17,18
Archeologist,14,6,11,13,11,7,19,19
Archeologist,11,7,11,13,11,6,18,20
Archeologist,12,8,11,13,11,5,16,17
Pre Primary Teacher (2020 NEP and Mental Health),15,12,18,11,12,20,5,5
Pre Primary Teacher (2020 NEP and Mental Health),18,13,19,12,12,20,6,6
Pre Primary Teacher (2020 NEP and Mental Health),19,14,20,13,12,20,7,7
Pre Primary Teacher (2020 NEP and Mental Health),20,11,17,14,12,20,5,5
Pre Primary Teacher (2020 NEP and Mental Health),17,12,16,13,12,20,6,6
Pre Primary Teacher (2020 NEP and Mental Health),20,13,15,12,12,20,8,7
Pre Primary Teacher (2020 NEP and Mental Health),15,14,18,11,12,20,9,5
Pre Primary Teacher (2020 NEP and Mental Health),18,11,19,11,12,20,10,6
Pre Primary Teacher (2020 NEP and Mental Health),19,12,20,12,12,20,8,7
Pre Primary Teacher (2020 NEP and Mental Health),20,13,17,13,12,20,9,8
Pre Primary Teacher (2020 NEP and Mental Health),17,14,16,14,12,20,10,9
Pre Primary Teacher (2020 NEP and Mental Health),15,11,15,13,12,20,8,10
Pre Primary Teacher (2020 NEP and Mental Health),18,12,18,12,12,20,9,8
Pre Primary Teacher (2020 NEP and Mental Health),19,13,19,11,12,20,10,9
Pre Primary Teacher (2020 NEP and Mental Health),20,14,20,11,12,20,8,10
Pre Primary Teacher (2020 NEP and Mental Health),17,11,17,12,12,20,9,8
Pre Primary Teacher (2020 NEP and Mental Health),19,12,16,13,12,19,10,9
Pre Primary Teacher (2020 NEP and Mental Health),19,13,15,14,12,19,8,10
Pre Primary Teacher (2020 NEP and Mental Health),19,14,20,13,14,19,9,8
Pre Primary Teacher (2020 NEP and Mental Health),15,11,19,12,14,19,10,9
Pre Primary Teacher (2020 NEP and Mental Health),18,12,15,11,14,19,8,10
Pre Primary Teacher (2020 NEP and Mental Health),19,13,18,11,14,19,9,6
Pre Primary Teacher (2020 NEP and Mental Health),20,14,19,12,14,19,10,6
Pre Primary Teacher (2020 NEP and Mental Health),17,11,20,13,14,19,6,7
Pre Primary Teacher (2020 NEP and Mental Health),19,12,20,14,14,19,8,5
Pre Primary Teacher (2020 NEP and Mental Health),15,13,20,13,14,19,9,6
Pre Primary Teacher (2020 NEP and Mental Health),18,14,19,12,14,19,10,8
Pre Primary Teacher (2020 NEP and Mental Health),19,11,15,11,14,19,8,6
Pre Primary Teacher (2020 NEP and Mental Health),20,12,18,11,14,19,9,5
Pre Primary Teacher (2020 NEP and Mental Health),17,13,19,12,14,19,10,7
Pre Primary Teacher (2020 NEP and Mental Health),19,14,20,13,14,19,6,5
Pre Primary Teacher (2020 NEP and Mental Health),15,11,19,14,11,19,8,6
Pre Primary Teacher (2020 NEP and Mental Health),18,12,20,13,12,19,9,8
Pre Primary Teacher (2020 NEP and Mental Health),19,13,20,12,11,19,10,7
Pre Primary Teacher (2020 NEP and Mental Health),20,14,19,11,12,15,8,7
Pre Primary Teacher (2020 NEP and Mental Health),17,11,19,11,11,15,9,5
Pre Primary Teacher (2020 NEP and Mental Health),15,12,19,12,13,15,10,6
Pre Primary Teacher (2020 NEP and Mental Health),15,13,19,13,11,15,9,8
Pre Primary Teacher (2020 NEP and Mental Health),15,14,19,14,11,15,9,7
